Electricity demand Colombia 2013 [MW],Electricity demand Colombia 2015 [MW],Electricity demand Colombia 2014 [MW],Electricity demand Colombia 2016 [MW],Electricity demand Colombia 2012 [MW],Daily natural water inflows time series 2010 [GW],Daily natural water inflows time series 2009 [GW],Daily natural water inflows time series 2014 [GW],Daily natural water inflows time series 2012 [GW],Daily natural water inflows time series 2016 [GW],Daily natural water inflows time series 2007 [GW],Table 1, Installed capacity in Colombia 2006-2016,Daily natural water inflows time series 2011 [GW],Daily natural water inflows time series 2006 [GW],Daily natural water inflows time series 2015 [GW],Hourly average hydropower generation ENSO-NINO [MW],Hourly hydropower generation 2014 [MW],Daily natural water inflows time series 2013 [GW],Daily natural water inflows time series 2008 [GW],Hourly average hydropower generation ENSO-NINA [MW],3, Wind_generation_Colombia2014 - Installed cap, 19,5 MW,6, Wind_generation_ENSO-NINO,5, Solar_generation_ENSO- NINA,2, Estimated Wind generation - Installed cap, 658 MW,1, Estimated Solar PV generation - Installed cap, 520 MW,4, Solar_generation_ENSO-NINO,7, Wind_generation_ENSO-NINA,ExportsTotal 2012 MW,ExportsTotal 2016 MW,ImportsTotal 2015 MW,ExportsTotal 2014 MW,ImportsTotal 2013 MW,ExportsTotal 2013 MW,ImportsTotal 2012 MW,ImportsTotal 2016 MW,ExportsTotal 2015 MW,ImportsTotal 2014 MW
5395.0,5530.97,5719.36207,5423.97,5364.0,44.95,75.24,84.76,58.13,67.76,40.42,,,105.49,45.32,61.65,1327.471,3855.84471,58.46,114.56,4084.95303,2.57997,,,,71.06,,0.0,,290.22,,,0.0,,,0.0,,44.86,,3.46,1.05,0.0,182.15,0.0,1.69,0.0,0.0,1.42,0.0
5497.0,5442.55,5798.10372,5221.25,5535.0,44.23,70.74,89.73,59.5,54.54,36.57,,,112.02,43.41,64.5,1268.757,3873.39777,112.1,102.26,4277.662225,3.17408,,,,45.79,,0.0,,274.31,,,0.0,,,0.0,,43.27,,0.37,0.25,0.01,195.59,0.0,0.25,0.0,0.0,0.12,0.0
6007.0,5805.35,6355.69425,5472.32,6005.0,47.6,79.93,118.49,68.82,68.17,48.8,,,111.41,44.45,55.23,1414.829,4289.74096,71.1,89.82,4681.05442,1.03217,,,,22.44,,0.0,,246.74,,,0.0,,,0.0,,46.13,,1.0,1.11,0.0,240.51,0.0,0.79,0.0,0.0,2.07,0.0
6573.0,6284.18,6983.66538,5837.96,6599.0,57.6,83.86,94.15,71.11,60.11,53.33,,,108.33,50.42,64.44,1645.237,4893.71354,74.8,75.61,5127.113245,3.06798,,,,51.76,,54.33,,223.41,,,49.84,,,52.77,,73.69,,3.54,0.63,0.0,319.89,0.0,1.8,0.0,0.0,0.46,0.0
6896.0,6724.04,7343.01313,6160.66,6861.0,48.77,84.74,212.71,72.1,61.5,43.22,,,100.16,64.71,84.41,1951.51,5240.01739,84.81,77.14,5384.944925,7.14833,,,,113.82,,174.91,,205.01,,,155.36,,,178.58,,130.03,,16.02,2.47,0.0,321.85,0.0,1.22,0.0,0.0,52.74,0.0
7169.0,7074.4,7673.37309,6410.69,7177.0,48.25,74.54,190.48,84.32,48.18,40.5,,,101.39,59.92,77.4,2159.153,5613.23512,87.87,81.06,5646.985305,8.73561,,,,185.72,,253.62,,185.48,,,206.18,,,259.1,,181.03,,17.98,1.46,0.0,320.4,0.0,1.51,0.0,0.0,73.52,0.0
7530.0,7241.11,7885.80735,6605.24,7418.0,40.02,78.68,146.13,81.16,45.49,36.45,,,146.75,47.73,78.76,2365.265,5728.59462,124.45,75.45,5811.17816,10.49855,,,,205.63,,312.43,,165.33,,,233.61,,,313.14,,274.1,,56.63,1.47,0.0,321.26,0.0,103.65,0.0,0.0,79.76,0.0
7517.0,7213.45,7808.52179,6669.42,7214.0,48.48,89.43,115.85,85.52,45.42,34.99,,,180.26,53.96,79.61,2430.138,5629.39473,73.54,60.48,5738.74071,10.8569,,,,296.77,,236.28,,146.06,,,282.43,,,343.75,,317.13,,41.94,1.3,0.0,319.79,0.0,110.12,0.0,0.0,51.16,0.0
7461.0,7060.61,7745.66145,6643.43,7130.0,66.03,157.83,147.39,70.07,46.48,34.96,,,175.05,48.76,68.12,2369.366,5545.95816,84.62,62.02,5671.060155,9.52278,,,,388.12,,319.29,,205.68,,,289.07,,,299.35,,294.54,,41.72,1.79,0.0,320.82,0.0,113.33,0.0,0.0,45.42,0.0
7423.0,6889.34,7788.71046,6569.6,7220.0,57.27,105.86,143.54,110.72,56.27,62.93,,,177.22,52.55,79.26,2230.96,5573.59727,81.75,73.35,5681.761745,10.97296,,,,413.09,,266.89,,265.28,,,297.21,,,338.33,,317.7,,56.1,0.86,0.0,321.17,0.0,112.48,0.0,0.0,45.86,0.0
7430.0,6855.29,7728.13929,6480.21,7195.0,48.34,86.38,121.83,135.74,59.95,60.44,,,170.22,55.23,82.32,2159.026,5531.73462,75.28,102.74,5674.257675,10.9535,,,,398.14,,219.17,,321.05,,,225.18,,,304.93,,342.7,,26.82,1.64,0.0,320.64,0.37,112.16,0.0,0.0,36.8,0.0
7387.0,6745.09,7602.82933,6421.03,7171.0,50.47,93.99,113.35,143.41,54.53,47.84,,,161.38,79.37,87.13,2105.122,5381.40289,74.48,103.13,5617.24057,10.22735,,,,419.26,,176.19,,344.79,,,224.39,,,253.29,,332.59,,3.78,0.93,0.0,321.54,0.0,109.82,0.0,0.0,25.6,0.0
7348.0,6777.26,7606.61954,6563.72,7377.0,70.58,91.61,126.13,89.04,66.91,51.09,,,169.55,147.68,73.25,2269.23,5336.04277,70.82,106.24,5722.103245,10.07968,,,,380.86,,92.73,,392.52,,,151.61,,,174.46,,343.99,,1.01,1.43,0.0,348.89,0.95,112.26,0.0,0.0,26.16,0.0
8355.0,7930.19,8416.83564,7583.69,8791.0,72.39,69.4,132.38,76.33,55.49,84.35,,,149.27,101.66,69.26,3496.101,6060.62509,61.0,100.84,6764.15254,10.7444,,,,343.54,,55.03,,449.19,,,55.65,,,72.99,,254.4,,83.26,1.51,0.0,243.47,0.0,132.41,0.0,0.0,111.1,0.0
8510.0,8296.67,8563.11963,7922.13,8844.0,80.28,94.61,126.07,70.7,61.4,94.9,,,236.7,152.79,56.0,3888.213,6200.72903,59.25,85.46,6934.88891,10.28882,,,,288.37,,0.0,,469.43,,,0.0,,,0.0,,198.78,,191.5,2.77,0.0,191.23,0.0,138.4,0.0,0.0,163.54,0.0
8193.0,8004.1,8290.56346,7798.23,8515.0,59.56,80.14,109.1,99.38,57.3,60.82,,,250.18,114.81,77.64,3725.213,6001.3158,72.65,88.25,6648.960455,8.64389,,,,223.82,,0.0,,487.52,,,0.0,,,0.0,,175.97,,190.77,0.66,0.0,200.11,1.1,134.09,0.0,0.0,93.38,0.0
7574.0,7497.19,7874.83704,7470.85,7582.0,89.58,71.69,105.18,94.1,52.69,58.03,,,159.88,93.08,70.69,3328.975,5699.75137,66.6,86.51,6005.06459,6.97442,,,,211.3,,0.0,,501.18,,,0.0,,,0.0,,144.88,,138.04,0.97,0.0,312.5,0.96,126.17,0.0,0.0,53.24,0.0
6799.0,6879.14,7185.30936,6958.52,6632.0,53.57,81.13,125.34,90.94,59.68,47.62,,,137.35,90.31,71.97,2761.522,5031.17787,83.65,108.37,5125.696255,6.49285,,,,204.18,,0.0,,470.97,,,0.0,,,0.0,,175.62,,45.73,0.12,0.0,320.54,0.0,98.94,0.0,0.47,2.43,0.0
6053.0,6339.05,6602.86727,6415.48,5752.0,48.37,85.49,115.66,126.18,72.25,42.49,,,116.54,87.01,75.41,2215.435,4532.53494,101.69,105.83,4457.168065,5.69355,,,,188.02,,0.0,,438.88,,,0.0,,,0.0,,112.33,,1.83,1.28,0.0,320.53,0.41,0.09,0.0,0.0,2.29,0.0
5613.0,5905.65,6186.00487,6041.99,5249.0,47.12,76.03,113.43,101.25,60.74,54.78,,,110.23,86.94,73.3,1915.61,4156.77919,89.37,122.96,4135.627965,8.33373,,,,191.29,,0.0,,405.19,,,0.0,,,0.0,,135.13,,0.12,0.15,0.0,350.01,1.78,0.09,0.63,0.81,1.11,0.0
5364.0,5614.8,5924.76712,5820.01,5041.0,46.49,82.64,133.69,81.37,65.15,51.96,,,97.67,91.72,69.78,1679.915,3891.89698,160.9,165.45,3953.640865,7.66092,,,,191.97,,0.0,,394.81,,,0.0,,,0.0,,103.06,,0.6,1.03,0.13,350.28,0.0,1.63,0.0,0.0,0.09,0.0
5230.0,5413.79,5737.09289,5654.09,4916.0,46.05,106.7,122.52,77.55,58.7,61.92,,,94.18,87.12,67.93,1542.473,3703.32859,108.8,150.65,3860.06994,7.18957,,,,181.24,,0.0,,384.33,,,0.0,,,0.0,,98.46,,0.15,0.43,0.0,325.28,0.41,0.09,1.12,0.0,0.38,0.0
5177.0,5307.44,5583.10748,5629.37,4903.0,62.86,103.21,105.05,88.45,52.83,54.86,,,100.35,130.06,65.74,1520.557,3550.84983,158.31,98.4,3856.701445,7.00163,,,,143.75,,0.0,,374.19,,,0.0,,,0.0,,145.75,,1.05,1.44,0.0,254.46,1.55,0.06,0.0,0.0,0.26,0.0
5263.0,5275.44,5623.57932,5693.42,5056.0,61.22,115.42,115.3,153.31,95.36,61.91,,,148.32,131.6,98.22,1523.639,3585.51455,175.81,93.09,3996.718145,8.05841,,,,155.66,,0.0,,368.47,,,0.0,,,0.0,,43.79,,0.46,1.79,0.54,255.32,0.56,0.09,0.0,0.0,0.09,0.0
5508.0,5282.39,5758.72996,5920.82,5405.0,71.75,148.6,104.64,108.73,87.3,72.79,,,164.23,115.23,129.08,1732.432,3701.22758,146.07,85.5,4242.325895,7.51754,,,,148.4,,0.0,,361.84,,,0.0,,,0.0,,89.21,,2.67,2.38,0.0,291.01,0.0,0.86,0.0,0.0,0.72,0.0
5593.0,5082.4,5696.13258,6060.12,5633.0,52.25,149.65,86.46,137.44,77.52,66.62,,,234.73,102.44,131.53,1843.113,3615.67219,107.39,79.76,4394.94952,7.31216,,,,120.97,,0.0,,355.19,,,0.0,,,0.0,,95.27,,1.96,0.46,1.91,260.96,0.18,0.06,0.0,0.0,0.06,0.0
6064.0,5317.36,6069.42846,6576.98,6058.0,56.32,119.38,76.59,140.93,92.68,55.17,,,215.6,122.14,146.61,2291.201,3991.28258,139.43,71.75,4812.34529,9.93603,,,,85.57,,0.0,,335.26,,,0.0,,,0.0,,106.37,,0.81,2.36,0.0,265.94,0.0,1.52,0.0,0.0,1.13,0.0
6662.0,5677.12,6598.0392,7201.16,6742.0,48.97,155.21,76.36,132.89,77.8,76.81,,,208.27,152.05,109.55,2928.415,4558.42224,145.51,75.93,5282.7731,10.01607,,,,83.38,,52.89,,316.1,,,49.76,,,52.18,,237.34,,74.71,2.97,0.0,281.55,0.0,2.07,0.0,0.0,0.7,0.0
6998.0,5982.25,7015.54994,7568.81,6987.0,46.23,147.4,87.61,186.26,69.65,97.69,,,282.89,153.85,107.54,3322.006,4917.16075,105.95,88.36,5537.231175,11.77905,,,,77.85,,131.62,,298.38,,,161.02,,,175.02,,313.53,,103.38,2.21,0.0,290.48,0.0,1.84,0.0,0.0,1.31,0.0
7330.0,6224.8,7390.01872,7902.88,7261.0,36.67,160.97,77.86,120.12,67.62,81.95,,,247.58,178.17,78.84,3702.963,5186.85858,89.29,96.36,5774.51934,12.76123,,,,109.3,,207.92,,281.54,,,246.23,,,257.41,,367.2,,19.15,3.08,0.0,291.3,0.0,3.73,0.0,0.0,1.37,0.0
7721.0,6423.08,7581.76272,8160.12,7445.0,37.35,137.76,89.59,160.28,61.61,98.57,,,316.91,164.38,80.45,3864.667,5429.75086,94.76,111.98,6007.61236,12.52711,,,,104.67,,257.07,,265.27,,,286.71,,,309.91,,370.81,,1.78,2.33,0.0,291.18,0.0,113.51,0.0,0.0,3.81,0.0
7634.0,6504.45,7519.51893,8129.8,7222.0,50.42,137.75,116.87,157.84,50.29,86.54,,,291.24,171.77,88.5,3786.99,5378.31491,73.67,83.26,5885.8803,11.55498,,,,136.49,,250.88,,248.37,,,284.15,,,340.47,,387.04,,1.59,2.14,0.0,290.33,0.0,120.77,0.0,0.0,3.3,0.0
7574.0,6464.53,7357.84866,8088.19,7169.0,47.52,134.52,76.53,166.56,47.21,97.93,,,176.21,144.04,63.57,3708.002,5273.91264,70.59,80.26,5778.82493,12.41027,,,,106.02,,266.22,,337.6,,,330.76,,,348.61,,355.52,,1.59,3.12,0.0,291.21,0.0,123.09,0.0,0.0,1.82,0.0
7603.0,6342.28,7202.50736,8166.3,7232.0,42.03,129.7,69.55,162.26,59.22,100.37,,,168.21,167.51,84.74,3703.942,5070.27392,72.61,74.54,5761.60413,11.23947,,,,257.73,,264.6,,407.91,,,237.86,,,333.13,,317.76,,1.99,2.07,0.0,290.51,0.0,124.84,0.0,0.0,1.23,0.0
7533.0,6272.4,7126.38603,8157.17,7245.0,44.65,129.39,62.77,155.3,52.7,120.09,,,150.42,118.4,140.48,3646.334,4984.12544,79.22,78.2,5717.061485,11.17267,,,,404.55,,236.24,,451.78,,,277.53,,,243.76,,377.17,,1.6,2.67,0.0,290.51,0.0,120.4,0.0,0.0,1.6,0.0
7431.0,6194.65,7005.39363,8054.93,7183.0,121.38,109.4,59.03,122.12,51.65,108.35,,,137.82,111.05,105.71,3562.36,4889.61979,90.73,77.39,5674.25655,11.94502,,,,427.7,,139.61,,483.12,,,224.31,,,252.43,,289.38,,1.18,1.34,0.0,290.51,0.0,118.09,0.0,0.0,1.19,0.0
7362.0,6252.76,7024.87781,8035.55,7359.0,94.23,141.67,59.09,204.87,68.0,113.04,,,123.21,106.72,115.63,3527.69,4914.14355,80.48,86.78,5811.02225,11.48757,,,,389.23,,90.49,,517.38,,,171.98,,,173.92,,255.36,,9.24,1.17,0.0,290.72,0.0,119.51,0.0,0.0,0.86,0.0
8313.0,7320.87,7956.89063,8801.14,8843.0,67.56,181.19,56.74,156.17,75.17,92.67,,,113.99,83.28,97.3,4542.571,5848.87539,72.01,110.31,6815.61793,8.09124,,,,319.69,,54.38,,551.33,,,67.47,,,74.59,,186.33,,114.81,2.96,0.0,202.82,0.0,143.97,0.0,0.0,3.41,0.0
8631.0,7714.66,8270.40136,8882.9,8931.0,59.44,208.71,60.76,129.22,79.2,155.94,,,123.28,84.85,91.78,4748.031,6166.60744,75.69,116.48,7092.237495,8.09573,,,,272.82,,0.0,,558.36,,,0.0,,,0.0,,187.87,,232.43,1.87,0.0,192.57,0.0,233.12,0.0,0.0,1.69,0.0
8228.0,7575.27,8021.33009,8562.39,8652.0,76.93,172.79,65.47,168.5,119.57,146.08,,,110.06,109.0,186.35,4411.278,5913.65137,63.65,102.46,6761.8017,7.61848,,,,215.52,,0.0,,562.89,,,0.0,,,0.0,,161.56,,222.53,1.96,0.0,200.94,0.0,142.27,0.0,0.0,0.74,0.0
7661.0,7226.66,7700.90777,8164.27,7694.0,83.42,162.11,69.54,182.4,135.69,149.35,,,115.16,122.93,155.55,3877.635,5591.14735,55.37,102.84,6129.06252,7.87355,,,,180.83,,0.0,,563.71,,,0.0,,,0.0,,146.11,,138.31,1.68,0.0,329.3,0.0,128.34,0.0,0.0,0.41,0.0
6915.0,6706.93,7160.88338,7497.71,6750.0,74.9,112.37,83.91,135.75,204.01,144.01,,,127.66,112.84,129.61,3130.476,5048.44141,54.33,91.23,5349.731405,8.29534,,,,132.11,,0.0,,542.16,,,0.0,,,0.0,,109.79,,75.41,0.32,0.0,350.05,0.0,105.29,0.0,0.0,0.29,0.0
6194.0,6172.3,6595.67253,6810.22,5849.0,107.02,98.9,64.34,129.37,129.66,207.02,,,179.04,186.89,120.88,2423.706,4488.4237,58.4,110.14,4661.249485,6.35516,,,,93.91,,0.0,,514.31,,,0.0,,,0.0,,132.09,,15.67,0.12,0.91,328.71,1.61,0.09,0.0,0.0,0.15,0.0
5781.0,5741.66,6020.25687,6398.24,5307.0,145.15,91.07,107.29,124.7,103.4,232.12,,,157.92,245.3,144.32,2199.11,3908.54967,56.84,90.75,4230.463535,7.48468,,,,98.06,,0.0,,482.04,,,0.0,,,0.0,,112.11,,0.16,1.09,0.09,251.52,0.47,0.09,0.0,0.0,0.15,0.0
5482.0,5461.23,5652.8249,6105.55,5066.0,109.77,186.11,125.35,247.86,83.44,184.16,,,166.43,198.04,160.02,1956.595,3520.82793,59.85,88.43,4036.40652,5.76209,,,,86.96,,0.0,,490.3,,,0.0,,,0.0,,110.94,,0.62,0.9,0.0,158.7,0.1,0.09,0.0,0.0,0.49,0.0
5302.0,5314.67,5378.41835,5971.0,4972.0,121.15,117.55,100.28,205.94,103.91,220.82,,,183.89,158.35,126.88,1842.279,3241.06111,55.77,89.27,3906.46095,4.46818,,,,75.72,,0.0,,498.4,,,0.0,,,0.0,,73.43,,0.26,0.09,6.43,118.17,1.01,0.09,0.0,3.82,0.15,0.0
5233.0,5303.21,5213.34956,5930.42,4947.0,124.11,143.12,75.76,192.91,155.64,110.2,,,294.43,131.6,106.88,1800.001,3183.7433,67.71,101.1,3867.47992,6.66118,,,,58.68,,0.0,,505.83,,,0.0,,,0.0,,77.44,,0.34,1.42,6.37,62.56,0.2,0.09,0.0,0.0,0.12,0.0
5299.0,5429.56,5132.15256,6028.65,5116.0,161.75,135.39,61.45,245.4,142.85,95.96,,,254.99,164.28,176.62,1904.914,3157.95007,57.08,88.64,3942.764045,6.79796,,,,68.43,,0.0,,469.29,,,0.0,,,0.0,,86.47,,0.47,1.05,1.41,0.28,0.0,0.74,0.0,0.0,0.12,0.0
5447.0,5794.78,5157.05552,6301.78,5452.0,147.6,132.94,64.3,331.7,122.52,84.3,,,373.39,184.44,175.22,2169.99,3182.91089,69.55,83.74,4198.898155,7.43268,,,,45.66,,0.0,,426.69,,,0.0,,,0.0,,74.82,,0.06,2.79,0.0,0.69,0.0,1.13,0.32,0.0,123.46,0.0
5428.0,6099.35,4906.89739,6421.4,5665.0,141.46,122.33,63.62,517.56,188.81,76.9,,,383.95,231.46,138.69,2258.664,2881.60929,75.78,88.42,4303.332815,6.48988,,,,41.3,,0.0,,382.23,,,0.0,,,0.0,,62.72,,0.06,1.55,0.0,0.14,0.82,0.09,0.63,0.0,247.28,16.74
5808.0,6635.32,5163.08148,6918.97,6097.0,197.03,115.3,67.51,347.11,165.43,81.25,,,312.22,255.58,180.76,2639.232,3069.48564,78.77,108.16,4596.35509,4.05905,,,,57.63,,0.0,,340.12,,,0.0,,,0.0,,88.49,,0.08,1.65,0.0,0.17,0.0,1.11,0.0,0.0,254.62,1.96
6341.0,7382.13,5594.89881,7502.44,6621.0,139.99,106.51,76.75,288.33,123.48,77.73,,,413.15,171.78,177.88,3109.286,3494.05632,120.35,118.23,5024.81992,4.3392,,,,80.95,,44.05,,297.71,,,51.71,,,52.83,,137.13,,1.48,3.6,0.0,76.99,0.0,2.74,0.0,0.0,342.05,0.0
6731.0,7649.92,6003.71155,7818.2,7025.0,132.76,99.84,78.18,269.05,96.31,90.64,,,425.82,157.5,187.47,3444.956,3907.77202,101.86,116.92,5364.949375,5.70239,,,,63.74,,110.3,,258.09,,,126.32,,,173.42,,203.4,,80.03,3.13,0.0,166.85,0.0,0.45,0.0,0.0,264.66,0.0
7037.0,7983.32,6262.63893,8191.45,7248.0,105.98,97.11,102.21,275.77,109.28,75.29,,,460.32,162.96,182.61,3814.714,4164.78207,90.53,100.34,5647.848465,4.67803,,,,37.42,,167.52,,235.66,,,211.82,,,252.42,,236.34,,71.8,3.88,0.0,200.82,0.0,0.83,0.0,0.0,259.99,0.0
7182.0,8212.06,6437.56014,8463.22,7499.0,98.71,90.13,76.64,244.08,133.5,85.6,,,376.76,217.48,185.14,4058.063,4295.33537,112.74,77.47,5816.177435,4.06152,,,,119.62,,289.89,,213.3,,,292.75,,,303.9,,263.56,,57.83,3.7,0.0,200.81,0.0,1.43,0.0,0.0,213.63,0.0
7158.0,8119.29,6493.55331,8375.27,7328.0,154.94,94.35,134.42,255.63,125.49,92.45,,,455.76,204.91,211.76,3959.852,4260.75731,179.75,73.13,5733.642725,7.70078,,,,219.2,,338.07,,191.14,,,293.2,,,334.73,,301.79,,24.75,1.94,0.0,200.59,0.0,0.2,0.0,0.0,209.98,0.0
6999.0,8099.8,6417.62986,8351.92,7286.0,116.5,158.67,120.92,303.44,89.15,132.5,,,479.94,201.85,196.61,3937.591,4133.8218,169.61,77.31,5574.55072,10.40472,,,,398.38,,271.05,,265.99,,,310.52,,,303.25,,335.08,,1.6,3.2,0.0,200.99,0.0,0.6,0.0,0.0,210.39,0.0
6901.0,8145.59,6295.08713,8409.8,7344.0,103.9,204.3,111.57,252.27,90.63,174.62,,,501.53,161.94,184.35,3949.149,3994.00625,159.0,88.61,5503.913355,11.77531,,,,423.48,,341.72,,336.17,,,268.65,,,315.05,,363.84,,27.45,2.82,0.0,200.67,0.0,54.14,0.0,0.0,210.32,0.0
6852.0,8157.78,6225.153,8425.16,7297.0,75.25,120.89,114.94,292.26,98.05,171.25,,,538.75,129.68,143.09,3902.336,3922.07535,143.89,90.48,5390.410615,12.2433,,,,438.26,,303.52,,394.85,,,278.22,,,295.41,,422.24,,29.16,2.32,0.0,200.74,0.0,112.57,0.0,0.0,211.26,0.0
6722.0,8004.34,6142.44535,8302.28,7170.0,82.23,154.24,121.54,396.71,136.4,138.98,,,591.25,226.33,117.75,3809.576,3835.01543,150.86,73.78,5328.27442,11.94348,,,,423.52,,246.93,,405.51,,,218.37,,,249.92,,376.16,,6.73,1.79,0.0,200.67,1.0,126.51,0.0,0.0,210.33,0.0
6806.0,7886.03,6306.64564,8146.16,7312.0,83.34,123.44,259.15,251.8,112.78,173.41,,,445.14,173.85,119.4,3748.421,3991.50795,119.41,120.42,5504.635205,10.86164,,,,337.74,,147.58,,418.72,,,168.35,,,172.43,,323.24,,1.42,1.69,0.0,201.17,0.27,170.47,0.0,0.0,208.08,0.0
7909.0,8515.22,7276.15702,8925.4,8893.0,89.1,94.85,135.5,271.87,142.74,188.78,,,407.78,157.02,160.88,4745.148,4955.92377,114.59,129.85,6632.033895,8.63476,,,,266.41,,62.94,,431.47,,,68.29,,,73.78,,271.93,,108.67,4.62,0.0,96.61,0.0,197.7,0.0,0.0,74.36,0.0
8215.0,8745.41,7546.73689,9050.5,8901.0,139.82,136.68,271.03,242.94,145.96,173.65,,,374.31,255.47,143.99,4953.831,5233.25826,127.21,148.93,6911.79802,8.74965,,,,233.24,,0.0,,426.57,,,0.0,,,0.0,,233.45,,201.1,2.89,0.0,82.44,0.0,198.0,0.0,0.0,79.54,0.0
7927.0,8395.77,7379.93559,8769.37,8371.0,138.15,98.35,169.33,228.88,135.43,165.72,,,386.36,254.16,138.14,4610.147,5080.94651,153.19,177.62,6617.73163,8.23662,,,,167.1,,0.0,,419.12,,,0.0,,,0.0,,196.0,,63.04,2.43,0.0,99.2,0.8,194.37,0.0,0.0,80.34,0.0
7414.0,8065.0,7097.81253,8357.7,7555.0,145.39,127.1,154.98,221.43,157.26,137.93,,,406.47,195.38,149.67,4066.528,4827.82831,125.88,195.2,6029.608965,7.19158,,,,126.23,,0.0,,407.88,,,0.0,,,0.0,,162.18,,0.99,2.49,0.0,187.33,1.77,187.33,0.0,0.0,222.1,0.0
6758.0,7485.27,6544.8178,7623.99,6744.0,145.37,191.81,212.6,268.93,192.89,219.54,,,311.74,189.64,111.72,3303.593,4275.19915,169.7,132.89,5261.822755,6.53732,,,,106.36,,0.0,,383.76,,,0.0,,,0.0,,124.9,,1.66,1.04,0.0,163.59,0.13,175.48,0.0,0.0,324.87,0.0
6079.0,6837.23,6044.41007,7022.74,5924.0,120.75,179.07,146.24,208.22,240.38,130.08,,,296.89,258.29,89.41,2672.006,3775.85177,138.27,129.25,4582.61144,5.06868,,,,117.66,,0.0,,358.85,,,0.0,,,0.0,,146.1,,0.03,0.24,0.0,142.78,1.36,28.31,1.5,0.0,329.46,0.0
5641.0,6252.54,5599.48577,6562.09,5334.0,101.56,118.57,129.07,197.26,176.78,142.26,,,350.2,208.98,107.19,2252.216,3421.30475,134.19,124.25,4173.15326,2.80846,,,,114.8,,0.0,,333.13,,,0.0,,,0.0,,117.71,,0.03,0.33,0.0,72.22,0.0,2.51,0.74,0.0,164.36,0.0
5349.0,5898.11,5298.68152,6277.03,5086.0,105.47,133.9,122.96,492.07,185.01,116.78,,,333.06,228.69,81.8,1991.486,3081.75421,144.84,129.54,3955.97012,2.99696,,,,91.82,,0.0,,358.64,,,0.0,,,0.0,,128.36,,1.17,0.43,0.0,3.09,1.18,0.15,0.0,0.0,115.86,0.0
5162.0,5749.59,5103.86948,6101.27,4979.0,147.31,161.96,119.22,364.94,164.9,200.84,,,419.13,232.2,83.18,1850.772,2791.3856,159.99,176.15,3856.34726,2.63318,,,,87.67,,0.0,,380.43,,,0.0,,,0.0,,87.63,,0.06,0.09,0.0,0.36,0.0,0.09,0.12,2.15,105.17,0.0
5069.0,5654.07,5011.92925,6058.79,4929.0,149.69,209.22,107.33,301.18,143.46,179.96,,,326.49,266.22,91.02,1789.611,2751.59179,151.43,185.87,3799.98886,4.23197,,,,122.49,,0.0,,397.89,,,0.0,,,0.0,,130.24,,0.5,0.12,0.0,0.13,0.19,0.12,0.0,0.11,90.19,0.55
5020.0,5769.47,5031.85825,6130.81,5092.0,155.38,186.23,98.19,251.77,170.34,152.03,,,270.7,279.97,76.04,1863.332,2788.87156,213.45,151.43,3855.630515,5.52718,,,,96.95,,0.0,,375.29,,,0.0,,,0.0,,144.2,,0.82,1.2,0.0,0.84,0.08,0.12,0.0,0.0,89.81,0.0
5040.0,6127.82,5182.48553,6393.87,5433.0,177.55,178.8,132.15,241.19,120.02,142.25,,,242.39,280.53,79.39,2226.248,2922.22821,170.15,167.93,4014.22539,5.51438,,,,107.68,,0.0,,357.48,,,0.0,,,0.0,,98.73,,1.09,3.94,0.0,82.3,0.0,1.78,0.0,0.0,217.9,0.0
4857.0,6279.27,5078.83821,6564.23,5654.0,133.05,175.92,119.48,237.15,167.07,162.31,,,288.35,277.25,95.02,2391.185,2821.03137,219.03,155.36,4044.364305,5.84479,,,,90.74,,0.0,,348.44,,,0.0,,,0.0,,86.76,,0.09,1.22,0.0,102.58,1.98,0.09,0.17,0.0,240.14,0.0
5095.0,6773.4,5279.86824,7075.21,6083.0,149.33,188.91,121.75,278.27,175.56,278.94,,,249.43,248.35,118.88,2875.448,3014.36121,190.16,125.69,4312.860385,7.72076,,,,96.51,,0.0,,327.02,,,0.0,,,0.0,,126.13,,0.03,2.18,0.0,89.71,0.0,1.08,1.11,0.0,239.69,0.0
5448.0,7440.09,5914.06003,7605.72,6618.0,124.58,153.98,240.02,269.63,153.83,191.18,,,231.0,296.67,79.77,3398.897,3645.3528,188.84,127.6,4832.205475,7.89486,,,,115.03,,51.03,,304.02,,,36.38,,,50.89,,181.52,,132.91,3.32,0.0,268.96,0.0,2.79,0.0,0.0,302.62,0.0
5724.0,7824.6,6253.6574,7897.6,6917.0,116.59,130.68,203.92,281.48,207.32,291.44,,,221.98,344.23,93.46,3693.563,3988.58367,213.17,171.38,5140.532465,7.8873,,,,183.46,,150.59,,281.14,,,103.46,,,143.67,,185.29,,201.86,2.86,0.0,289.48,0.0,1.04,0.0,0.0,310.12,0.0
5932.0,8165.55,6574.59968,8267.84,7225.0,174.63,159.97,274.69,235.14,235.32,156.34,,,224.15,313.69,76.62,4009.235,4309.01212,156.01,113.85,5310.880795,8.76026,,,,186.97,,206.61,,266.53,,,184.29,,,249.66,,227.5,,126.69,2.33,0.0,291.17,0.0,1.72,0.0,0.0,310.77,0.0
