Electricity demand Colombia 2013 [MW],Electricity demand Colombia 2015 [MW],Electricity demand Colombia 2014 [MW],Electricity demand Colombia 2016 [MW],Electricity demand Colombia 2012 [MW],Daily natural water inflows time series 2010 [GW],Daily natural water inflows time series 2009 [GW],Daily natural water inflows time series 2014 [GW],Daily natural water inflows time series 2012 [GW],Daily natural water inflows time series 2016 [GW],Daily natural water inflows time series 2007 [GW],Table 1, Installed capacity in Colombia 2006-2016,Daily natural water inflows time series 2011 [GW],Daily natural water inflows time series 2006 [GW],Daily natural water inflows time series 2015 [GW],Hourly average hydropower generation ENSO-NINO [MW],Hourly hydropower generation 2014 [MW],Daily natural water inflows time series 2013 [GW],Daily natural water inflows time series 2008 [GW],Hourly average hydropower generation ENSO-NINA [MW],3, Wind_generation_Colombia2014 - Installed cap, 19,5 MW,6, Wind_generation_ENSO-NINO,5, Solar_generation_ENSO- NINA,2, Estimated Wind generation - Installed cap, 658 MW,1, Estimated Solar PV generation - Installed cap, 520 MW,4, Solar_generation_ENSO-NINO,7, Wind_generation_ENSO-NINA,ExportsTotal 2012 MW,ExportsTotal 2016 MW,ImportsTotal 2015 MW,ExportsTotal 2014 MW,ImportsTotal 2013 MW,ExportsTotal 2013 MW,ImportsTotal 2012 MW,ImportsTotal 2016 MW,ExportsTotal 2015 MW,ImportsTotal 2014 MW
6209.0,8128.42,6627.15017,7736.25,7455.0,,,,,,,,,,,,4242.93,4637.43545,,,5418.762395,4.45504,,,,277.68,,139.19,,110.86,,,96.91,,,106.78,,239.05,,0.58,0.09,0.0,155.39,0.0,106.07,0.0,34.5,141.47,0.0
6431.0,8567.88,6999.55562,8116.89,7728.0,,,,,,,,,,,,4522.091,4951.41162,,,5590.820485,7.9225,,,,297.75,,221.24,,124.16,,,160.18,,,176.3,,286.82,,33.6,0.09,0.0,197.27,0.0,107.36,0.0,0.0,235.05,0.0
6606.0,8913.87,7297.19577,8357.74,7952.0,,,,,,,,,,,,4665.777,5184.42912,,,5747.313715,11.77146,,,,290.5,,266.32,,142.92,,,206.76,,,277.7,,252.51,,104.52,0.09,0.0,263.44,0.0,109.25,0.0,22.5,268.14,0.0
6647.0,8638.62,7425.47968,8118.65,7686.0,,,,,,,,,,,,4393.708,5303.4505,,,5640.404865,13.08706,,,,345.7,,296.65,,167.86,,,266.05,,,310.76,,267.96,,119.71,0.06,0.0,360.73,0.0,110.3,0.0,73.07,230.3,0.0
6602.0,8703.4,7328.49953,8023.06,7630.0,,,,,,,,,,,,4328.639,5201.24305,,,5557.438025,13.70077,,,,366.79,,302.51,,215.28,,,268.59,,,320.23,,402.66,,121.44,0.09,0.0,342.41,0.0,110.62,0.0,95.31,257.37,0.0
6486.0,8817.51,7158.94694,8052.34,7801.0,,,,,,,,,,,,4389.287,4921.36118,,,5488.04915,14.15326,,,,418.45,,242.37,,261.49,,,268.55,,,306.96,,511.98,,124.84,0.06,0.0,359.7,0.0,112.22,0.0,101.89,213.56,0.0
6360.0,8777.7,6972.87359,7974.61,7767.0,,,,,,,,,,,,4338.125,4700.03679,,,5425.325465,15.74322,,,,442.78,,207.17,,303.1,,,240.89,,,229.38,,554.9,,120.26,0.09,0.0,345.11,0.0,111.86,0.0,95.61,160.01,0.0
6290.0,8628.16,6887.55353,7763.58,7747.0,,,,,,,,,,,,4178.379,4581.11928,,,5384.35431,14.69992,,,,429.89,,217.6,,304.86,,,173.1,,,219.2,,526.07,,89.44,0.12,0.0,301.54,0.0,117.24,0.0,97.76,130.75,0.0
6374.0,8412.17,6961.51104,7536.09,7688.0,,,,,,,,,,,,3962.271,4644.16507,,,5450.121205,15.42835,,,,425.51,,133.09,,330.65,,,118.85,,,141.85,,462.13,,71.65,0.12,0.0,286.29,0.0,143.04,0.89,98.38,107.3,0.0
7428.0,9200.1,7932.91296,8137.85,8890.0,,,,,,,,,,,,4782.572,5664.67131,,,6087.301035,13.32558,,,,417.21,,39.53,,360.4,,,49.8,,,54.81,,403.69,,77.64,0.12,0.0,215.36,0.0,252.42,0.0,44.18,228.97,0.0
7835.0,9487.79,8315.91964,8520.39,9017.0,,,,,,,,,,,,5187.08,5969.28895,,,6323.33114,11.88759,,,,381.2,,0.0,,393.99,,,0.0,,,0.0,,341.09,,82.21,0.09,0.0,207.16,0.0,278.8,0.0,0.0,239.71,0.0
7665.0,9169.14,8105.60461,8348.4,8743.0,,,,,,,,,,,,4925.009,5847.97614,,,6008.27355,11.39414,,,,340.98,,0.0,,425.26,,,0.0,,,0.0,,295.62,,78.32,8.01,0.0,199.89,0.0,279.21,0.0,70.05,222.82,0.0
7194.0,8585.78,7494.74714,7885.33,7797.0,,,,,,,,,,,,4384.216,5310.85503,,,5557.06644,9.46311,,,,325.25,,0.0,,452.4,,,0.0,,,0.0,,286.81,,73.47,0.09,0.0,123.79,0.0,191.2,0.0,99.33,193.25,0.0
6646.0,7656.19,6790.00851,7302.05,6991.0,,,,,,,,,,,,3595.996,4606.93863,,,4980.21598,8.07615,,,,304.81,,0.0,,414.65,,,0.0,,,0.0,,300.8,,69.26,0.15,0.0,106.84,0.0,152.7,0.0,172.92,99.48,0.79
6097.0,6832.74,6187.19262,6697.36,6189.0,,,,,,,,,,,,2824.939,4117.18033,,,4479.576065,7.88398,,,,276.97,,0.0,,374.91,,,0.0,,,0.0,,250.44,,7.96,0.12,0.02,72.96,0.0,110.47,0.0,200.33,1.76,0.95
5683.0,6342.34,5715.78539,6187.22,5691.0,,,,,,,,,,,,2560.713,3858.79816,,,4163.93387,7.36151,,,,259.32,,0.0,,335.32,,,0.0,,,0.0,,223.07,,0.0,0.15,0.0,0.0,0.0,99.54,16.08,198.56,0.47,1.77
5406.0,6138.38,5568.05915,5859.18,5474.0,,,,,,,,,,,,2302.624,3776.28627,,,3973.873115,8.19537,,,,264.08,,0.0,,284.53,,,0.0,,,0.0,,258.34,,0.0,0.15,28.78,0.0,0.0,94.87,94.85,200.5,0.95,1.61
5247.0,5977.8,5458.00383,5682.73,5351.0,,,,,,,,,,,,2206.622,3722.83212,,,3885.457585,9.18207,,,,280.0,,0.0,,235.83,,,0.0,,,0.0,,190.2,,0.0,0.15,92.25,0.0,0.42,92.02,141.16,251.22,0.25,1.0
5169.0,5932.15,5451.20604,5572.93,5293.0,,,,,,,,,,,,2192.836,3776.11581,,,3864.10228,8.69202,,,,286.92,,0.0,,189.78,,,0.0,,,0.0,,159.74,,0.0,0.18,108.87,0.0,0.0,91.15,150.19,250.1,1.29,1.65
5205.0,6127.18,5663.1917,5543.9,5389.0,,,,,,,,,,,,2298.259,4046.66512,,,4026.68744,8.91567,,,,260.84,,0.0,,139.86,,,0.0,,,0.0,,155.86,,0.0,0.18,110.11,0.0,0.0,91.7,152.72,251.16,0.25,1.15
5325.0,6555.57,6443.51764,5535.39,5633.0,,,,,,,,,,,,2721.55,4699.57575,,,4432.84328,6.57743,,,,252.23,,0.0,,94.0,,,0.0,,,0.0,,158.65,,0.0,0.18,40.37,1.52,0.0,95.35,36.11,248.24,3.03,0.0
5245.0,6772.01,6567.08611,5340.12,5782.0,,,,,,,,,,,,2675.801,4795.26795,,,4463.643145,7.577,,,,288.58,,0.0,,63.74,,,0.0,,,0.0,,214.9,,0.0,0.06,0.0,0.0,0.0,96.63,0.0,159.64,0.25,0.58
5608.0,7281.03,6957.43974,5577.2,6205.0,,,,,,,,,,,,2899.134,5176.16226,,,4660.031295,7.35357,,,,274.77,,0.0,,71.2,,,0.0,,,0.0,,298.13,,0.0,0.0,0.0,2.06,0.0,106.61,0.0,147.5,1.79,0.0
6076.0,7799.58,7411.87642,5981.02,6757.0,,,,,,,,,,,,3324.384,5615.00234,,,5045.273115,8.11706,,,,250.28,,38.27,,79.53,,,23.86,,,29.61,,325.67,,1.77,0.09,0.0,1.27,0.0,116.15,0.0,103.39,1.23,0.0
6487.0,8227.53,7691.15053,6258.7,7075.0,,,,,,,,,,,,3612.448,5854.81138,,,5322.18191,9.37475,,,,288.85,,94.13,,89.89,,,90.82,,,102.6,,296.38,,0.0,0.12,0.0,74.78,0.0,173.8,0.0,97.14,113.96,0.0
6886.0,8685.06,8078.129,6514.91,7345.0,,,,,,,,,,,,3869.82,6054.33579,,,5543.36071,12.18921,,,,258.14,,146.43,,104.36,,,167.42,,,176.35,,289.14,,0.72,0.09,0.0,80.82,0.0,231.31,0.0,80.33,219.19,0.0
7154.0,8881.09,8301.49822,6748.12,7513.0,,,,,,,,,,,,4081.976,6069.03871,,,5643.515055,13.29391,,,,297.31,,198.61,,141.75,,,204.81,,,218.79,,320.44,,1.1,0.06,0.0,82.55,0.0,289.43,0.0,56.33,193.39,0.0
7184.0,8661.96,8088.91283,6819.81,7420.0,,,,,,,,,,,,4015.593,5959.55469,,,5554.287655,15.25499,,,,307.51,,234.53,,209.24,,,254.38,,,285.69,,375.03,,1.35,0.09,0.0,132.04,0.0,217.85,0.0,75.13,168.67,0.0
7082.0,8663.04,8199.22998,6768.21,7150.0,,,,,,,,,,,,3947.4,6018.91254,,,5561.872235,14.95755,,,,331.16,,259.66,,215.58,,,259.83,,,306.88,,386.62,,0.0,0.06,0.0,188.89,0.0,231.64,0.0,76.17,246.42,0.0
6906.0,8776.74,8365.145,6653.52,6984.0,,,,,,,,,,,,4029.453,6094.36261,,,5533.718935,12.22642,,,,382.35,,226.6,,236.65,,,246.13,,,261.21,,476.08,,0.76,0.06,0.0,185.91,0.0,233.88,0.0,73.98,251.12,0.0
6774.0,8746.49,8399.56925,6589.08,6870.0,,,,,,,,,,,,3976.135,6073.12823,,,5469.05665,11.94447,,,,425.14,,269.24,,268.35,,,219.93,,,272.07,,498.63,,0.27,0.09,0.0,187.98,0.0,231.72,0.0,58.85,243.41,0.0
6721.0,8583.96,8299.94049,6497.8,6757.0,,,,,,,,,,,,3893.885,6042.11326,,,5443.19842,13.30523,,,,442.55,,184.22,,275.38,,,177.9,,,219.18,,510.68,,1.0,0.09,0.0,176.67,0.0,222.34,0.0,97.31,228.45,0.0
6658.0,8355.7,8176.10736,6381.01,6876.0,,,,,,,,,,,,3826.586,6064.35668,,,5449.5015,12.8528,,,,399.39,,87.07,,291.44,,,114.36,,,141.78,,401.51,,40.74,0.12,0.0,179.14,0.0,221.0,0.0,99.39,123.51,0.0
7755.0,9112.72,8968.13788,7171.44,8319.0,,,,,,,,,,,,4645.374,6562.34209,,,6185.34757,10.2586,,,,360.99,,19.54,,313.24,,,42.64,,,54.18,,323.89,,65.72,0.12,0.0,208.39,0.0,303.3,0.0,79.58,170.16,0.0
8316.0,9444.29,9250.4879,7606.05,8507.0,,,,,,,,,,,,5010.752,6895.97963,,,6515.41809,10.34166,,,,330.01,,0.0,,318.39,,,0.0,,,0.0,,284.74,,70.7,0.15,0.0,196.31,0.0,352.44,0.0,55.33,241.07,0.0
8067.0,9162.49,8886.52221,7411.92,8258.0,,,,,,,,,,,,4750.48,6827.69336,,,6148.078355,9.83104,,,,319.96,,0.0,,329.18,,,0.0,,,0.0,,226.05,,69.04,0.15,0.0,155.79,0.0,349.32,0.0,69.19,211.92,0.0
7451.0,8563.97,8148.81195,7129.02,7415.0,,,,,,,,,,,,4280.009,6216.85027,,,5690.84459,7.5179,,,,313.21,,0.0,,346.53,,,0.0,,,0.0,,239.44,,68.9,0.15,0.0,73.82,0.0,253.97,0.0,102.34,161.0,0.0
6727.0,7629.9,7255.00958,6678.76,6710.0,,,,,,,,,,,,3590.907,5471.16335,,,5065.2768,7.73751,,,,278.22,,0.0,,318.05,,,0.0,,,0.0,,262.94,,62.33,0.18,0.0,60.2,0.0,170.89,0.0,151.79,92.52,0.68
6053.0,6756.5,6481.51987,6132.3,5968.0,,,,,,,,,,,,2908.44,4848.05576,,,4464.345495,6.76282,,,,284.09,,0.0,,289.02,,,0.0,,,0.0,,276.45,,6.08,0.15,0.0,53.88,0.0,136.13,0.0,195.55,1.75,2.32
5659.0,6351.72,6005.68112,5806.74,5506.0,,,,,,,,,,,,2564.518,4533.28683,,,4113.635545,5.50898,,,,314.15,,0.0,,258.91,,,0.0,,,0.0,,299.02,,1.53,0.12,0.0,14.28,0.0,108.02,0.0,219.95,0.74,0.75
5469.0,6149.8,5813.73508,5615.93,5253.0,,,,,,,,,,,,2413.883,4363.92953,,,4002.667375,5.47516,,,,252.71,,0.0,,218.14,,,0.0,,,0.0,,232.43,,0.55,0.15,39.55,0.0,0.12,103.44,49.28,258.69,0.29,0.04
5297.0,6009.36,5696.33472,5459.48,5090.0,,,,,,,,,,,,2289.941,4310.47714,,,3922.548395,6.68639,,,,201.15,,0.0,,182.01,,,0.0,,,0.0,,201.93,,0.0,0.15,157.97,0.0,2.06,99.48,106.54,273.48,1.89,1.49
5288.0,5965.4,5674.01231,5371.51,4974.0,,,,,,,,,,,,2240.42,4326.08679,,,3936.967825,6.92468,,,,251.52,,0.0,,150.83,,,0.0,,,0.0,,234.15,,0.0,0.15,161.67,0.0,3.11,97.36,121.26,283.66,0.92,0.51
5438.0,6219.32,5971.58178,5321.37,4959.0,,,,,,,,,,,,2331.947,4536.52358,,,4163.049385,7.50754,,,,224.02,,0.0,,102.11,,,0.0,,,0.0,,300.08,,0.0,0.15,162.3,0.0,3.96,98.82,121.07,283.04,1.28,1.51
5756.0,6877.31,6680.73264,5274.07,5011.0,,,,,,,,,,,,2687.45,5185.13876,,,4658.4725,6.31158,,,,164.53,,0.0,,60.2,,,0.0,,,0.0,,316.09,,0.0,0.15,92.52,1.88,0.0,103.88,4.51,257.73,2.97,0.0
5978.0,6994.63,6887.53021,4995.1,4915.0,,,,,,,,,,,,2689.688,5384.8609,,,4895.326325,7.08706,,,,170.51,,0.0,,28.64,,,0.0,,,0.0,,281.7,,1.5,0.12,0.36,0.31,0.0,104.5,0.0,222.72,3.73,0.0
6583.0,7304.76,7202.21309,5227.55,5181.0,,,,,,,,,,,,2864.239,5555.90924,,,5172.739275,10.32452,,,,180.63,,0.0,,23.44,,,0.0,,,0.0,,288.19,,6.48,0.12,0.0,2.92,0.0,116.99,0.0,219.73,1.76,0.0
7158.0,7796.04,7687.16274,5582.0,5571.0,,,,,,,,,,,,3261.301,5821.26468,,,5632.098115,9.61709,,,,182.55,,36.97,,22.46,,,19.73,,,39.76,,323.53,,1.74,0.09,0.0,71.78,0.0,126.58,0.0,156.81,2.81,0.0
7561.0,8022.02,7926.02719,5800.39,5875.0,,,,,,,,,,,,3474.349,5830.98936,,,5843.167415,7.39736,,,,141.99,,102.48,,26.28,,,88.43,,,107.95,,359.1,,1.4,0.09,0.0,79.75,0.0,175.72,0.0,116.23,17.27,0.0
7829.0,8507.66,8241.48966,5978.19,6067.0,,,,,,,,,,,,3586.074,6120.77395,,,6086.94759,8.28637,,,,191.93,,185.32,,34.37,,,184.18,,,179.5,,417.14,,0.46,0.06,0.0,123.65,0.0,186.74,0.0,76.66,121.66,0.0
8081.0,8770.49,8557.84912,6129.68,6243.0,,,,,,,,,,,,3730.379,6371.43339,,,6189.82725,13.65761,,,,261.78,,216.67,,45.32,,,239.94,,,237.09,,442.56,,1.72,0.06,0.0,151.48,0.0,234.65,0.0,77.28,149.51,0.0
8003.0,8583.0,8343.06211,6278.25,6261.0,,,,,,,,,,,,3664.548,6153.03064,,,6074.534995,14.19149,,,,326.17,,261.84,,59.49,,,277.37,,,205.77,,443.73,,0.04,0.06,0.0,150.77,0.0,238.64,0.0,78.66,147.67,0.0
7918.0,8721.97,8285.3496,6253.75,6156.0,,,,,,,,,,,,3666.221,6061.14447,,,6013.96975,14.90836,,,,365.27,,290.93,,105.01,,,290.47,,,268.98,,475.73,,1.96,0.09,0.0,151.37,0.0,244.79,0.0,76.36,196.22,0.0
7985.0,8930.74,8443.07505,6178.05,6036.0,,,,,,,,,,,,3741.332,6199.89899,,,5954.319265,14.39425,,,,399.32,,279.72,,170.0,,,277.57,,,221.04,,541.6,,0.82,0.06,0.0,155.17,0.0,247.19,0.0,78.01,256.11,0.0
7979.0,8902.44,8421.44363,6122.07,5901.0,,,,,,,,,,,,3717.89,6176.51944,,,5905.647275,15.28929,,,,416.09,,213.16,,244.91,,,248.25,,,195.07,,547.23,,0.13,0.09,0.0,151.46,0.0,245.73,0.0,93.99,261.03,0.0
7896.0,8705.56,8302.8014,6036.51,5895.0,,,,,,,,,,,,3608.6,6073.62296,,,5901.76512,14.79645,,,,400.94,,170.44,,287.02,,,183.9,,,150.74,,484.13,,1.22,0.12,0.0,144.48,0.0,235.63,0.0,114.21,173.89,0.0
7767.0,8555.55,8247.44075,5996.37,6026.0,,,,,,,,,,,,3607.859,6124.39723,,,5931.374245,12.12747,,,,378.74,,79.0,,333.62,,,126.05,,,106.14,,376.59,,36.86,0.12,0.0,147.42,0.0,212.84,0.0,121.57,153.95,0.0
8569.0,9198.6,8964.57108,6773.06,7633.0,,,,,,,,,,,,4442.795,6733.56246,,,6678.827455,11.34285,,,,314.05,,24.71,,370.15,,,48.68,,,37.62,,366.28,,63.53,0.12,0.0,176.9,0.0,336.82,0.0,89.21,154.7,0.0
8763.0,9618.87,9198.17456,7267.61,7886.0,,,,,,,,,,,,4835.703,6906.49417,,,6915.71903,11.41655,,,,283.99,,0.0,,409.45,,,0.0,,,0.0,,274.52,,66.78,0.12,0.0,185.49,0.0,349.35,0.0,53.72,249.17,0.0
8451.0,9308.92,8839.58463,7161.22,7757.0,,,,,,,,,,,,4507.894,6598.53475,,,6501.00781,9.17454,,,,252.17,,0.0,,441.69,,,0.0,,,0.0,,281.03,,64.81,0.15,0.0,170.34,0.0,349.3,0.0,75.45,214.25,0.0
7857.0,8629.84,8197.59792,6967.82,7093.0,,,,,,,,,,,,4220.141,6082.32626,,,6035.52691,8.40975,,,,250.88,,0.0,,466.77,,,0.0,,,0.0,,261.33,,58.42,0.15,0.0,161.45,0.0,249.09,0.0,121.79,113.62,0.0
7080.0,7661.93,7271.09102,6612.03,6329.0,,,,,,,,,,,,3715.753,5405.38307,,,5380.132985,7.61325,,,,240.56,,0.0,,450.98,,,0.0,,,0.0,,210.32,,53.14,0.15,0.26,84.26,0.0,167.14,0.0,201.37,12.86,0.0
6431.0,6892.22,6484.64417,6190.02,5622.0,,,,,,,,,,,,3120.78,4730.61819,,,4734.80971,6.6802,,,,227.84,,0.0,,435.03,,,0.0,,,0.0,,217.65,,4.93,0.15,0.0,1.0,0.0,136.67,0.0,204.37,1.68,1.98
5828.0,6468.9,5977.1523,5761.22,5261.0,,,,,,,,,,,,2702.648,4392.64868,,,4283.123,5.9092,,,,224.06,,0.0,,418.96,,,0.0,,,0.0,,223.81,,0.0,0.18,59.79,0.0,0.0,108.38,0.0,213.44,1.25,0.7
5588.0,6235.36,5785.03052,5482.13,5076.0,,,,,,,,,,,,2449.166,4245.0849,,,4112.63689,6.60328,,,,246.29,,0.0,,371.19,,,0.0,,,0.0,,205.07,,0.0,0.15,141.44,0.0,0.0,102.18,0.0,219.52,3.28,1.63
5443.0,6084.35,5635.77717,5405.62,4972.0,,,,,,,,,,,,2338.757,4078.08999,,,3999.940285,5.78294,,,,254.9,,0.0,,324.92,,,0.0,,,0.0,,214.35,,0.0,0.15,150.32,0.0,0.0,98.49,0.54,260.35,0.25,0.81
5430.0,6048.49,5625.45829,5209.45,4956.0,,,,,,,,,,,,2220.058,4068.59242,,,3993.655895,6.3331,,,,269.07,,0.0,,282.87,,,0.0,,,0.0,,184.92,,0.0,0.12,149.58,0.0,0.6,97.09,0.0,295.38,1.65,1.48
5545.0,6342.98,5880.82641,5196.5,5228.0,,,,,,,,,,,,2243.619,4352.81629,,,4163.93653,5.58258,,,,256.72,,0.0,,268.26,,,0.0,,,0.0,,168.31,,0.0,0.18,149.07,0.0,0.0,96.61,0.34,295.8,1.08,1.91
5779.0,6921.09,6656.45364,5263.87,6047.0,,,,,,,,,,,,2395.252,5109.50601,,,4608.05459,6.09608,,,,278.76,,0.0,,241.34,,,0.0,,,0.0,,183.83,,0.0,0.15,10.71,1.35,0.0,100.25,0.0,293.91,2.09,0.0
5935.0,7060.17,6792.15372,5254.1,6240.0,,,,,,,,,,,,2383.858,5164.95349,,,4671.85064,6.71625,,,,247.37,,0.0,,202.47,,,0.0,,,0.0,,170.73,,0.0,0.12,1.88,0.0,0.0,96.97,0.0,311.73,1.12,0.23
6500.0,7454.41,7095.5468,5703.15,6495.0,,,,,,,,,,,,2836.056,5517.94371,,,4860.098775,7.86415,,,,230.3,,0.0,,189.99,,,0.0,,,0.0,,174.59,,0.84,0.12,0.0,0.67,0.0,108.32,0.0,292.49,0.89,0.0
7084.0,7972.98,7695.0726,6266.6,6984.0,,,,,,,,,,,,3367.481,5927.66797,,,5181.70795,10.37775,,,,232.93,,24.72,,176.67,,,39.23,,,39.44,,303.21,,0.53,0.06,0.0,97.58,0.0,127.64,0.0,220.14,2.7,0.0
7426.0,8324.22,8018.97305,6700.27,7315.0,,,,,,,,,,,,3760.813,6184.01378,,,5250.551885,12.28083,,,,221.29,,101.09,,162.8,,,110.1,,,91.72,,382.21,,0.01,0.06,0.0,153.42,0.0,173.06,0.0,222.39,49.36,0.0
7702.0,8620.17,8346.1624,6993.23,7685.0,,,,,,,,,,,,4008.429,6391.43725,,,5358.774715,13.97036,,,,262.05,,174.93,,185.27,,,187.02,,,199.31,,367.47,,8.02,0.06,0.0,154.09,0.0,178.23,0.0,223.0,84.35,0.0
7959.0,8903.49,8585.78771,7169.06,7926.0,,,,,,,,,,,,4183.247,6453.30847,,,5495.937825,15.23774,,,,285.5,,217.54,,210.42,,,249.87,,,222.13,,390.68,,107.92,0.06,0.0,168.12,0.0,216.54,0.0,219.91,113.08,0.0
7825.0,8737.41,8340.86232,7191.98,7695.0,,,,,,,,,,,,4150.504,6343.43727,,,5368.54048,15.2449,,,,372.93,,242.8,,236.99,,,287.9,,,287.96,,411.83,,176.11,0.06,0.0,189.68,0.0,231.13,0.0,221.53,130.4,0.0
7680.0,8802.29,8342.94554,7066.6,7640.0,,,,,,,,,,,,3925.485,6351.06797,,,5289.284235,15.39078,,,,394.53,,252.32,,303.19,,,295.59,,,300.87,,412.59,,181.69,0.06,0.0,193.9,0.0,235.18,0.0,223.18,135.57,0.0
7687.0,9019.62,8532.75906,6828.67,7779.0,,,,,,,,,,,,3751.555,6424.22733,,,5159.43313,13.75146,,,,378.37,,268.07,,361.95,,,287.01,,,281.01,,382.69,,195.85,0.09,0.0,192.9,0.0,233.81,0.0,237.82,190.4,0.0
7602.0,9023.68,8538.00061,6814.18,7713.0,,,,,,,,,,,,3630.945,6391.15112,,,5066.53822,14.87712,,,,394.53,,220.39,,406.84,,,254.61,,,237.45,,452.71,,203.63,0.06,0.0,188.63,0.0,231.1,0.0,247.65,179.55,0.0
7512.0,8839.36,8421.74814,6676.67,7605.0,,,,,,,,,,,,3501.092,6315.57548,,,5034.18305,13.87495,,,,401.95,,179.46,,464.94,,,207.19,,,184.4,,500.37,,177.5,0.12,0.0,183.52,0.0,226.51,0.0,282.65,156.97,0.0
7393.0,8438.13,8144.72171,6711.33,7574.0,,,,,,,,,,,,3568.384,6189.24415,,,5089.76212,14.34511,,,,379.58,,126.13,,523.2,,,132.99,,,109.56,,440.13,,139.56,0.09,0.0,146.86,0.0,230.12,0.0,235.06,19.13,0.0
8322.0,9179.27,8929.45703,7627.21,8788.0,,,,,,,,,,,,4529.188,6766.74032,,,6074.269245,14.03208,,,,347.69,,37.3,,561.07,,,50.77,,,46.92,,407.1,,158.4,0.12,0.0,175.18,0.0,337.52,0.0,164.45,132.35,0.0
8619.0,9596.74,9298.40569,8096.1,8985.0,,,,,,,,,,,,5002.219,7007.01754,,,6526.916445,13.32271,,,,291.44,,0.0,,570.56,,,0.0,,,0.0,,355.44,,168.51,0.92,0.0,185.47,0.0,372.9,0.0,102.07,222.74,0.0
8307.0,9242.37,8963.49058,7704.84,8676.0,,,,,,,,,,,,4584.018,6720.23234,,,6197.9994,13.34877,,,,289.22,,0.0,,575.92,,,0.0,,,0.0,,342.23,,169.62,0.18,0.0,174.01,0.0,369.62,0.0,139.39,165.97,0.0
7687.0,8632.18,8413.97457,7307.6,7786.0,,,,,,,,,,,,4120.713,6252.11825,,,5734.722605,12.3049,,,,317.66,,0.0,,578.22,,,0.0,,,0.0,,266.97,,161.96,0.21,0.0,155.63,0.0,262.13,0.0,188.36,46.79,0.0
6963.0,7854.67,7433.80616,6850.59,6814.0,,,,,,,,,,,,3540.008,5621.85498,,,5019.505065,11.34587,,,,299.71,,0.0,,536.24,,,0.0,,,0.0,,260.66,,141.39,0.21,0.0,73.43,0.0,192.02,0.0,226.16,3.23,0.0
6129.0,7114.86,6621.07405,6421.52,6020.0,,,,,,,,,,,,2916.404,5007.91123,,,4434.45942,10.58592,,,,302.85,,0.0,,486.47,,,0.0,,,0.0,,235.04,,6.63,0.15,0.0,58.56,0.0,115.59,0.0,247.11,1.38,3.1
5688.0,6681.23,6152.31333,6026.85,5511.0,,,,,,,,,,,,2526.07,4566.78003,,,4232.620865,10.2081,,,,270.49,,0.0,,430.73,,,0.0,,,0.0,,218.18,,0.0,0.21,0.0,0.24,0.0,108.35,0.25,254.91,2.96,1.1
5421.0,6397.56,5882.41543,5784.91,5302.0,,,,,,,,,,,,2252.202,4300.76094,,,4077.805425,9.22485,,,,240.66,,0.0,,420.85,,,0.0,,,0.0,,273.08,,0.0,0.15,0.0,0.21,0.0,100.47,0.0,302.73,1.29,1.35
5261.0,6171.32,5741.74017,5818.24,5195.0,,,,,,,,,,,,2173.594,4140.88616,,,4004.76207,9.57986,,,,216.7,,0.0,,409.24,,,0.0,,,0.0,,253.8,,0.0,0.18,0.0,0.21,0.0,100.98,0.25,333.92,0.6,0.71
5201.0,6133.67,5725.87295,5535.36,5169.0,,,,,,,,,,,,1966.543,4121.04885,,,4011.400155,9.1802,,,,226.76,,0.0,,394.8,,,0.0,,,0.0,,274.98,,0.0,0.15,0.0,0.18,0.68,98.78,0.0,352.4,1.03,1.04
5181.0,6284.47,6019.65913,5440.2,5441.0,,,,,,,,,,,,1895.896,4405.28726,,,4265.308285,7.4337,,,,201.04,,0.0,,405.13,,,0.0,,,0.0,,253.38,,0.0,0.18,0.31,0.21,0.0,97.62,0.0,357.17,1.36,0.49
5241.0,6415.17,6711.91033,5403.94,6219.0,,,,,,,,,,,,1931.646,4969.11755,,,5046.70166,9.55908,,,,188.09,,0.0,,412.19,,,0.0,,,0.0,,243.51,,0.0,0.21,0.0,0.37,0.0,97.16,0.0,355.81,1.12,0.0
5050.0,6557.35,6797.95267,5187.22,6443.0,,,,,,,,,,,,1768.951,5005.14639,,,5286.85598,8.51448,,,,197.27,,0.0,,415.68,,,0.0,,,0.0,,199.47,,2.18,0.15,1.78,0.21,0.0,90.41,0.67,379.14,0.34,1.84
5325.0,7122.8,7132.02028,5436.89,6691.0,,,,,,,,,,,,2073.883,5301.17261,,,5458.096185,7.26525,,,,277.81,,0.02,,405.19,,,0.03,,,0.02,,192.27,,0.81,0.12,0.0,0.15,1.02,97.72,0.0,383.69,0.99,0.47
5732.0,7687.02,7684.80923,5801.25,7132.0,,,,,,,,,,,,2478.478,5736.86734,,,5725.33607,6.3267,,,,301.97,,38.25,,392.52,,,45.04,,,37.78,,278.16,,0.56,0.09,0.0,50.54,0.0,105.63,0.0,291.51,1.38,0.0
6061.0,8034.82,7993.95463,6103.78,7397.0,,,,,,,,,,,,2873.052,5958.59256,,,5933.178305,10.53807,,,,331.29,,134.26,,377.91,,,137.3,,,126.4,,292.43,,0.49,0.09,0.0,60.8,0.0,145.44,0.0,274.64,1.61,0.0
